A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,MendeleevNumber_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_At. Radius   (angstroms)_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_OrbitalD,host_Bsite0_IsHexagonal
Pr,Ba,,Co,Ni,,5,139.0135807,-1.38138328,4,332.63,58.9332,758,0.964375,7.04,7.344858581,0.1396875,-5.118653592,1.486875,634.14375,37.0625,35.6875,57.14375,40.1078125,-0.1126875,-7.66875,1.668484298,0.679100402,0.632421588,2.715,3125.75,1.66375,17.1985,17.4875,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.2,-4.64853984,2.67,58,1.75,0.41,0,0.5,5.5,1.5,27.125,1,2.875,0,0,0,1
Pr,Ba,,Fe,Co,,5,131.7614622,-1.450185206,4,332.63,58.9332,758,0.974,6.975875,7.349229796,0.1390625,-5.289851078,1.488125,635.55625,31.625,35.3125,56.4875,40.2857125,-0.113,-7.45625,1.665838746,0.676569997,0.638398704,2.715,3128,1.67625,16.95,17.0625,1.42,-1.92352226,2.22,2.76,3143,1.72,7.87,33.5,1.2,-4.64853984,2.67,55,1.75,0.41,0,0.5,5.5,1.5,26.875,1,3.125,0,0,0,1
Pr,Ba,,Fe,Ni,,5,221.0559036,-1.140567972,4,332.63,58.6934,736.7,0.952125,6.975875,7.340737586,0.058125,-4.618697827,1.48375,626.2375,49.5625,36.625,52.41875,40.390625,-0.1230625,-6.0125,1.670986119,0.693620905,0.632125668,2.715,3007.25,1.6325,17.9195,14.175,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,35.17,1.2,-4.64853984,2.67,55,1.75,0.41,0,0.5,5.5,1.5,27.75,1,2.25,0,0,0,0
Pr,Ba,,Fe,Co,,5,130.3471878,-1.488121741,4,332.63,58.9332,758,0.9805,6.91175,7.352387839,0.126875,-5.365169529,1.48875,635.6375,28.75,35.125,55.25,40.4786,-0.11475,-7.0375,1.663932646,0.676425016,0.643568804,2.715,3113,1.6825,16.84,16.225,1.42,-1.92352226,2.22,2.76,3143,1.72,7.87,33.5,1.2,-4.64853984,2.67,55,1.75,0.41,0,0.5,5.5,1.5,26.75,1,3.25,0,0,0,1
Pr,Ba,,Fe,Ni,,5,204.0465713,-1.223801398,4,332.63,58.6934,736.7,0.96175,6.91175,7.345108801,0.0575,-4.789895314,1.485,627.65,44.125,36.25,51.7625,40.568525,-0.123375,-5.8,1.668332633,0.690981343,0.638097166,2.715,3009.5,1.645,17.671,13.75,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,35.17,1.2,-4.64853984,2.67,55,1.75,0.41,0,0.5,5.5,1.5,27.5,1,2.5,0,0,0,0
Pr,Ba,,Mn,Co,,5,124.477908,-1.470896931,4,332.63,58.9332,758,0.9730625,6.94875,7.346839342,0.140463362,-5.335793634,1.488125,632.9375,30.125,35.125,51.96375,40.342525,-0.1149375,-6.7875,1.667284459,0.681276356,0.667640954,2.715,3029.5,1.685,16.8825,15.725,1.42,-1.92352226,2.22,2.76,3143,1.79,7.86,33.667,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,26.75,1,3.25,0,0,0,1
Pr,Ba,,Mn,Ni,,5,227.8786717,-1.157153447,4,332.63,58.6934,736.7,0.9511875,6.94875,7.338347132,0.059525862,-4.664640383,1.48375,623.61875,48.0625,36.4375,47.895,40.4474375,-0.125,-5.34375,1.672440784,0.69856834,0.660783163,2.715,2908.75,1.64125,17.852,12.8375,1.42,-1.92352226,2.22,2.76,3005,1.79,7.635,35.17,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,27.625,1,2.375,0,0,0,0
Pr,Ba,,Mn,Co,,5,122.7725794,-1.522552692,4,332.63,58.9332,758,0.978625,6.8575,7.347606931,0.129676724,-5.457054641,1.48875,630.4,25.75,34.75,46.2025,40.592225,-0.118625,-5.7,1.666819959,0.685899579,0.705906064,2.715,2916,1.7,16.705,13.55,1.42,-1.92352226,2.22,2.76,3143,1.79,7.86,33.667,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,26.5,1,3.5,0,0,0,1
Pr,Ba,,Mn,Fe,,5,857.2316653,-0.989713404,4,332.63,55.847,759.3,1.017625,6.47275,7.366555184,0.056551724,-5.908965346,1.4925,630.8875,8.5,33.625,38.7775,41.74955,-0.129125,-3.1875,1.655435062,0.68500651,0.745647512,2.715,2826,1.7375,16.045,8.525,1.42,-1.92352226,2.22,2.76,3023,1.79,7.87,33.667,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,25.75,1,4.25,0,0,0,0
Pr,Ba,,Mn,Ni,,5,232.6998188,-1.244319848,4,332.63,58.6934,736.7,0.959875,6.8575,7.340327893,0.060301724,-4.881780425,1.485,622.4125,41.125,35.875,42.715,40.68215,-0.12725,-4.4625,1.67123525,0.70087105,0.699328522,2.715,2812.5,1.6625,17.536,11.075,1.42,-1.92352226,2.22,2.76,3005,1.79,7.635,35.17,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,27.25,1,2.75,0,0,0,0
Pr,Ba,,Mn,Co,,5,100.2079541,-1.643816212,4,332.63,54.938,717.4,0.98975,6.675,7.349142107,0.108103448,-5.699576654,1.49,625.325,17,34,34.68,41.091625,-0.126,-3.525,1.665891735,0.695336858,0.797298665,2.715,2689,1.73,16.35,9.2,1.42,-1.92352226,2.22,2.76,3143,1.79,7.86,33.667,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,26,1,4,0,0,0,0
Pr,Ba,,Mn,Ni,,5,169.5733305,-1.47434065,4,332.63,54.938,717.4,0.97725,6.675,7.344289416,0.061853448,-5.31606051,1.4875,620,27.25,34.75,32.355,41.151575,-0.13175,-2.7,1.668829388,0.705522316,0.791691782,2.715,2620,1.705,16.904,7.55,1.42,-1.92352226,2.22,2.76,3005,1.79,7.635,35.17,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,26.5,1,3.5,0,0,0,0
Pr,Ba,,Mn,Co,,5,122.6776568,-1.716423983,4,332.63,54.938,717.4,1.000875,6.4925,7.350677284,0.086530172,-5.942098667,1.49125,620.25,8.25,33.25,23.1575,41.591025,-0.133375,-1.35,1.664964544,0.705037454,0.915875722,2.715,2462,1.76,15.995,4.85,1.42,-1.92352226,2.22,2.76,3143,1.79,7.86,33.667,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,25.5,1,4.5,0,0,0,0
Pr,Ba,,Mn,Fe,,5,101.768108,-1.810378054,4,332.63,54.938,717.4,1.013875,6.36425,7.356993368,0.062155172,-6.092735569,1.4925,620.4125,2.5,32.875,20.6825,41.9768,-0.136875,-0.5125,1.661160691,0.704722652,0.93748513,2.715,2432,1.7725,15.775,3.175,1.42,-1.92352226,2.22,2.76,3023,1.79,7.87,33.667,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,25.25,1,4.75,0,0,0,0
Pr,Ba,,Mn,Ni,,5,135.390845,-1.653655702,4,332.63,54.938,717.4,0.994625,6.4925,7.348250938,0.063405172,-5.750340595,1.49,617.5875,13.375,33.625,21.995,41.621,-0.13625,-0.9375,1.666430443,0.71023573,0.912165291,2.715,2427.5,1.7475,16.272,4.025,1.42,-1.92352226,2.22,2.76,3005,1.79,7.635,35.17,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,25.75,1,4.25,0,0,0,0
Pr,Ba,,Mn,Co,,5,100.8648832,-1.785775494,4,332.63,54.938,717.4,1.0064375,6.40125,7.351444872,0.075743534,-6.063359674,1.491875,617.7125,3.875,32.875,17.39625,41.840725,-0.1370625,-0.2625,1.664501335,0.709989965,0.989453199,2.715,2348.5,1.775,15.8175,2.675,1.42,-1.92352226,2.22,2.76,3143,1.79,7.86,33.667,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,25.25,1,4.75,0,0,0,0
Pr,Ba,,Mn,Fe,,5,106.2203588,-1.816942279,4,332.63,54.938,717.4,1.0129375,6.337125,7.354602914,0.063556034,-6.138678125,1.4925,617.79375,1,32.6875,16.15875,42.0336125,-0.1388125,0.15625,1.662598293,0.709830309,1.001928293,2.715,2333.5,1.78125,15.7075,1.8375,1.42,-1.92352226,2.22,2.76,3023,1.79,7.87,33.667,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,25.125,1,4.875,0,0,0,0
Pr,Ba,,Mn,Ni,,5,121.4289773,-1.740183853,4,332.63,54.938,717.4,1.0033125,6.40125,7.350231699,0.064181034,-5.967480638,1.49125,616.38125,6.4375,33.0625,16.815,41.8557125,-0.1385,-0.05625,1.665233554,0.712616133,0.987283889,2.715,2331.25,1.76875,15.956,2.2625,1.42,-1.92352226,2.22,2.76,3005,1.79,7.635,35.17,1.2,-4.64853984,2.67,52,1.61,0.41,0,0.5,5.5,1.5,25.375,1,4.625,0,0,0,0
Pr,Ba,,Ni,Co,,5,191.512363,-1.253801858,4,332.63,58.6934,736.7,0.955,7.04,7.341219063,0.105,-4.831016484,1.485,630.15,44.75,36.25,55.4,40.152775,-0.117,-7.05,1.670693432,0.686358467,0.629768247,2.715,3074,1.645,17.614,16.25,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.2,-4.64853984,2.67,58,1.75,0.41,0,0.5,5.5,1.5,27.5,1,2.5,0,0,0,0
Pr,Ba,,Ni,Co,,5,262.8963012,-1.132362827,4,332.63,58.6934,736.7,0.94875,7.04,7.338792717,0.081875,-4.639258412,1.48375,627.4875,49.875,36.625,54.2375,40.18275,-0.119875,-6.6375,1.67216944,0.691283986,0.628011688,2.715,3039.5,1.6325,17.891,15.425,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.2,-4.64853984,2.67,58,1.75,0.41,0,0.5,5.5,1.5,27.75,1,2.25,0,0,0,0
Pr,Ba,,Ni,Co,,5,250.5792685,-1.094750186,4,332.63,58.6934,736.7,0.945625,7.04,7.337579544,0.0703125,-4.543379376,1.483125,626.15625,52.4375,36.8125,53.65625,40.1977375,-0.1213125,-6.43125,1.672908423,0.693773352,0.627137078,2.715,3022.25,1.62625,18.0295,15.0125,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.2,-4.64853984,2.67,58,1.75,0.41,0,0.5,5.5,1.5,27.875,1,2.125,0,0,0,0
Pr,Ca,,Co,Ni,,5,184.5165389,-1.301871387,4,332.63,58.9332,758,0.8875,6.53,6.922528042,-0.1325,-4.83721831,1.425,651.875,18.75,35.75,100.8,15.839775,-0.00625,0.075,1.518376038,0.744497224,0.649041023,2.45,3074,1.645,17.614,16.25,1.13,-1.92725921,1.97,2.67,3143,1.67,7.86,35.17,1.2,-4.64853984,2.23,58,1.75,0.14,0,0.5,5.5,1.5,27.5,1,2.5,0,0,0,1
Pr,Ca,,Co,Ni,,5,161.2933507,-1.375149668,4,332.63,58.9332,758,0.89375,6.53,6.924954388,-0.109375,-5.028976382,1.42625,654.5375,13.625,35.375,101.9625,15.8098,-0.003375,-0.3375,1.517036963,0.739230079,0.650861493,2.45,3108.5,1.6575,17.337,17.075,1.13,-1.92725921,1.97,2.67,3143,1.67,7.86,35.17,1.2,-4.64853984,2.23,58,1.75,0.14,0,0.5,5.5,1.5,27.25,1,2.75,0,0,0,1
Pr,Ca,,Co,Ni,,5,135.1647566,-1.426305809,4,332.63,58.9332,758,0.896875,6.53,6.926167561,-0.0978125,-5.124855418,1.426875,655.86875,11.0625,35.1875,102.54375,15.7948125,-0.0019375,-0.54375,1.516368311,0.736624357,0.651775563,2.45,3125.75,1.66375,17.1985,17.4875,1.13,-1.92725921,1.97,2.67,3143,1.67,7.86,35.17,1.2,-4.64853984,2.23,58,1.75,0.14,0,0.5,5.5,1.5,27.125,1,2.875,0,0,0,1
Pr,Ca,,Fe,Co,,5,59.85113809,-1.563169235,4,332.63,58.9332,758,0.9065,6.465875,6.930538776,-0.0984375,-5.296052905,1.428125,657.28125,5.625,34.8125,101.8875,15.9727125,-0.00225,-0.33125,1.513963954,0.73387961,0.657935597,2.45,3128,1.67625,16.95,17.0625,1.13,-1.92725921,1.97,2.67,3143,1.72,7.87,33.5,1.2,-4.64853984,2.23,55,1.75,0.14,0,0.5,5.5,1.5,26.875,1,3.125,0,0,0,1
Pr,Ca,,Fe,Ni,,5,258.6400468,-1.189187501,4,332.63,58.6934,736.7,0.884625,6.465875,6.922046566,-0.179375,-4.624899653,1.42375,647.9625,23.5625,36.125,97.81875,16.077625,-0.0123125,1.1125,1.51864204,0.752374835,0.651470588,2.45,3007.25,1.6325,17.9195,14.175,1.13,-1.92725921,1.97,2.67,3023,1.72,7.87,35.17,1.2,-4.64853984,2.23,55,1.75,0.14,0,0.5,5.5,1.5,27.75,1,2.25,0,0,0,0
Pr,Ca,,Fe,Co,,5,129.3191137,-1.53022352,4,332.63,58.9332,758,0.913,6.40175,6.933696819,-0.110625,-5.371371356,1.42875,657.3625,2.75,34.625,100.65,16.1656,-0.004,0.0875,1.512231634,0.733722349,0.663263917,2.45,3113,1.6825,16.84,16.225,1.13,-1.92725921,1.97,2.67,3143,1.72,7.87,33.5,1.2,-4.64853984,2.23,55,1.75,0.14,0,0.5,5.5,1.5,26.75,1,3.25,0,0,0,1
Pr,Ca,,Fe,Ni,,5,238.9881783,-1.270389177,4,332.63,58.6934,736.7,0.89425,6.40175,6.926417781,-0.18,-4.79609714,1.425,649.375,18.125,35.75,97.1625,16.255525,-0.012625,1.325,1.516230473,0.749511686,0.657624831,2.45,3009.5,1.645,17.671,13.75,1.13,-1.92725921,1.97,2.67,3023,1.72,7.87,35.17,1.2,-4.64853984,2.23,55,1.75,0.14,0,0.5,5.5,1.5,27.5,1,2.5,0,0,0,0
Pr,Ca,,Mn,Co,,5,70.82208722,-1.56339271,4,332.63,58.9332,758,0.9055625,6.43875,6.928148322,-0.097036638,-5.34199546,1.428125,654.6625,4.125,34.625,97.36375,16.029525,-0.0041875,0.3375,1.515277862,0.738984627,0.688072747,2.45,3029.5,1.685,16.8825,15.725,1.13,-1.92725921,1.97,2.67,3143,1.79,7.86,33.667,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,26.75,1,3.25,0,0,0,1
Pr,Ca,,Mn,Ni,,5,252.6114959,-1.206410476,4,332.63,58.6934,736.7,0.8836875,6.43875,6.919656112,-0.177974138,-4.670842209,1.42375,645.34375,22.0625,35.9375,93.295,16.1344375,-0.01425,1.78125,1.519964084,0.757741348,0.681005087,2.45,2908.75,1.64125,17.852,12.8375,1.13,-1.92725921,1.97,2.67,3005,1.79,7.635,35.17,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,27.625,1,2.375,0,0,0,0
Pr,Ca,,Mn,Co,,5,96.99151193,-1.584939971,4,332.63,58.9332,758,0.911125,6.3475,6.928915911,-0.107823276,-5.463256467,1.42875,652.125,-0.25,34.25,91.6025,16.279225,-0.007875,1.425,1.51485571,0.743999465,0.727508883,2.45,2916,1.7,16.705,13.55,1.13,-1.92725921,1.97,2.67,3143,1.79,7.86,33.667,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,26.5,1,3.5,0,0,0,1
Pr,Ca,,Mn,Ni,,5,223.3078265,-1.308458377,4,332.63,58.6934,736.7,0.892375,6.3475,6.921636873,-0.177198276,-4.887982251,1.425,644.1375,15.125,35.375,88.115,16.36915,-0.0165,2.6625,1.518868458,0.760239112,0.720730048,2.45,2812.5,1.6625,17.536,11.075,1.13,-1.92725921,1.97,2.67,3005,1.79,7.635,35.17,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,27.25,1,2.75,0,0,0,0
Pr,Ca,,Mn,Co,,5,88.47736135,-1.688887491,4,332.63,54.938,717.4,0.92225,6.165,6.930451087,-0.129396552,-5.70577848,1.43,647.05,-9,33.5,80.08,16.778625,-0.01525,3.6,1.514012112,0.754236139,0.821698368,2.45,2689,1.73,16.35,9.2,1.13,-1.92725921,1.97,2.67,3143,1.79,7.86,33.667,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,26,1,4,0,0,0,0
Pr,Ca,,Mn,Ni,,5,160.2339878,-1.517020679,4,332.63,54.938,717.4,0.90975,6.165,6.925598396,-0.175646552,-5.322262336,1.4275,641.725,1.25,34.25,77.755,16.838575,-0.021,4.425,1.516681939,0.765284368,0.815919898,2.45,2620,1.705,16.904,7.55,1.13,-1.92725921,1.97,2.67,3005,1.79,7.635,35.17,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,26.5,1,3.5,0,0,0,0
Pr,Ca,,Mn,Co,,5,98.39446077,-1.774403762,4,332.63,54.938,717.4,0.933375,5.9825,6.931986264,-0.150969828,-5.948300493,1.43125,641.975,-17.75,32.75,68.5575,17.278025,-0.022625,5.775,1.513169453,0.764758436,0.943904234,2.45,2462,1.76,15.995,4.85,1.13,-1.92725921,1.97,2.67,3143,1.79,7.86,33.667,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,25.5,1,4.5,0,0,0,0
Pr,Ca,,Mn,Fe,,5,95.45473206,-1.849562083,4,332.63,54.938,717.4,0.946375,5.85425,6.938302348,-0.175344828,-6.098937395,1.4325,642.1375,-23.5,32.375,66.0825,17.6638,-0.026125,6.6125,1.509712399,0.764416967,0.966174954,2.45,2432,1.7725,15.775,3.175,1.13,-1.92725921,1.97,2.67,3023,1.79,7.87,33.667,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,25.25,1,4.75,0,0,0,0
Pr,Ca,,Mn,Ni,,5,121.127399,-1.701615731,4,332.63,54.938,717.4,0.927125,5.9825,6.929559918,-0.174094828,-5.756542421,1.43,639.3125,-12.625,33.125,67.395,17.308,-0.0255,6.1875,1.514501706,0.770397037,0.940080253,2.45,2427.5,1.7475,16.272,4.025,1.13,-1.92725921,1.97,2.67,3005,1.79,7.635,35.17,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,25.75,1,4.25,0,0,0,0
Pr,Ca,,Mn,Co,,5,103.4561355,-1.817058773,4,332.63,54.938,717.4,0.9389375,5.89125,6.932753852,-0.161756466,-6.0695615,1.431875,639.4375,-22.125,32.375,62.79625,17.527725,-0.0263125,6.8625,1.512748476,0.770130454,1.0197334,2.45,2348.5,1.775,15.8175,2.675,1.13,-1.92725921,1.97,2.67,3143,1.79,7.86,33.667,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,25.25,1,4.75,0,0,0,0
Pr,Ca,,Mn,Fe,,5,100.7636461,-1.855860558,4,332.63,54.938,717.4,0.9454375,5.827125,6.935911894,-0.173943966,-6.144879951,1.4325,639.51875,-25,32.1875,61.55875,17.7206125,-0.0280625,7.28125,1.511018934,0.769957275,1.03259027,2.45,2333.5,1.78125,15.7075,1.8375,1.13,-1.92725921,1.97,2.67,3023,1.79,7.87,33.667,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,25.125,1,4.875,0,0,0,0
Pr,Ca,,Mn,Ni,,5,108.4259796,-1.787061382,4,332.63,54.938,717.4,0.9358125,5.89125,6.931540679,-0.173318966,-5.973682464,1.43125,638.10625,-19.5625,32.5625,62.215,17.5427125,-0.02775,7.06875,1.513413938,0.772979074,1.017497703,2.45,2331.25,1.76875,15.956,2.2625,1.13,-1.92725921,1.97,2.67,3005,1.79,7.635,35.17,1.2,-4.64853984,2.23,52,1.61,0.14,0,0.5,5.5,1.5,25.375,1,4.625,0,0,0,0
Pr,Ca,,Ni,Co,,5,186.7177889,-1.299670137,4,332.63,58.6934,736.7,0.8875,6.53,6.922528042,-0.1325,-4.83721831,1.425,651.875,18.75,35.75,100.8,15.839775,-0.00625,0.075,1.518376038,0.744497224,0.649041023,2.45,3074,1.645,17.614,16.25,1.13,-1.92725921,1.97,2.67,3143,1.67,7.86,35.17,1.2,-4.64853984,2.23,58,1.75,0.14,0,0.5,5.5,1.5,27.5,1,2.5,0,0,0,0
Pr,Ca,,Ni,Co,,5,245.4889771,-1.190843856,4,332.63,58.6934,736.7,0.88125,6.53,6.920101697,-0.155625,-4.645460238,1.42375,649.2125,23.875,36.125,99.6375,15.86975,-0.009125,0.4875,1.519717478,0.749839965,0.647230708,2.45,3039.5,1.6325,17.891,15.425,1.13,-1.92725921,1.97,2.67,3143,1.67,7.86,35.17,1.2,-4.64853984,2.23,58,1.75,0.14,0,0.5,5.5,1.5,27.75,1,2.25,0,0,0,0
Pr,Ca,,Ni,Co,,5,259.2165712,-1.152088715,4,332.63,58.6934,736.7,0.878125,6.53,6.918888524,-0.1671875,-4.549581202,1.423125,647.88125,26.4375,36.3125,99.05625,15.8847375,-0.0105625,0.69375,1.520389087,0.752540195,0.646329332,2.45,3022.25,1.62625,18.0295,15.0125,1.13,-1.92725921,1.97,2.67,3143,1.67,7.86,35.17,1.2,-4.64853984,2.23,58,1.75,0.14,0,0.5,5.5,1.5,27.875,1,2.125,0,0,0,0
Pr,Dy,,Co,,,4,50.83922866,-1.812742643,4,332.63,58.9332,758,0.83575,8.28,6.815026438,0.14375,-5.884040676,1.39,652.75,60,41,55.8,46.385325,-0.119,-8.3,1.47489843,0.722295515,0.753589606,2.58,3143,1.67,17.06,17.9,1.13,-4.45538074,1.828,2.67,3143,1.67,7.86,33.5,1.083,-4.64853984,2.49,58,1.75,0.117,0,1,7.5,6.5,27,1,3,0,0,0,1
Pr,Dy,,Cr,,,4,9.106651,-2.342747454,4,332.63,51.996,652.8,0.84575,7.425,6.877767747,0.03625,-7.096704373,1.4,600.15,57,36.5,52.65,49.853925,-0.133,-3.3,1.44204193,0.838694853,0.828615611,2.58,2945,1.85,16.5,7.9,1.13,-4.45538074,1.828,2.67,2945,1.85,6.766,30.96,1.083,-4.64853984,2.49,49,1.73,0.117,0,1,7.5,6.5,24,1,5,0,0,0,0
Pr,Dy,,Fe,,,4,51.31971375,-2.081837926,4,332.63,55.847,759.3,0.88775,7.767,6.840290777,0.04625,-6.486588283,1.395,653.4,37,39.5,45.9,47.928425,-0.133,-4.95,1.461489521,0.72105887,0.80490701,2.58,3023,1.72,16.18,11.2,1.13,-4.45538074,1.828,2.67,3023,1.72,7.87,30.651,1.083,-4.64853984,2.49,55,1.77,0.117,0,1,7.5,6.5,26,1,4,0,0,0,0
Pr,Dy,,Ga,,,4,90.00434745,-2.264112111,4,332.63,69.723,578.8,0.88075,6.785,7.359621754,-0.4125,-3.849973755,1.44,563.15,39.5,49,26.1,40.990425,-0.094,-0.25,1.231368766,0.945922598,1.098629228,2.58,2478,1.81,20.51,1.8,1.13,-4.45538074,1.828,2.67,2478,1.81,5.999,30.71,1.083,-4.64853984,2.49,74,1.31,0.117,0,1,7.5,6.5,31,1,0,5,0,0,0
Pr,Dy,,Mn,,,4,56.73302619,-2.175137976,4,332.63,54.938,717.4,0.88025,7.55,6.821167145,0.057456897,-6.854128729,1.395,632.45,25,38,9.71,48.382925,-0.1485,0.4,1.4716167,0.763172568,1.28021753,2.58,2235,1.79,15.64,0.5,1.13,-4.45538074,1.828,2.67,2235,1.79,7.435,33.667,1.083,-4.64853984,2.49,52,1.61,0.117,0,1,7.5,6.5,25,1,5,0,0,0,0
Pr,Dy,,Ni,,,4,150.5629815,-1.512798518,4,332.63,58.6934,736.7,0.81075,8.28,6.805321055,0.05125,-5.117008388,1.385,642.1,80.5,42.5,51.15,46.505225,-0.1305,-6.65,1.480115156,0.743179042,0.745205298,2.58,3005,1.62,18.168,14.6,1.13,-4.45538074,1.828,2.67,3005,1.62,7.635,35.17,1.083,-4.64853984,2.49,61,1.75,0.117,0,1,7.5,6.5,28,1,2,0,0,0,0
Pr,Dy,,Sc,,,4,43.12872844,-3.123075848,4,332.63,44.9559,631,0.94325,5.325,7.602381502,0.02875,-5.486602648,1.53,589.25,34.05,17.5,13.7,53.373975,-0.1925,-0.1,1.146950358,0.867670365,0.922949475,2.58,3109,2.09,12.8,1.5,1.13,-4.45538074,1.828,2.67,3109,2.09,6.54,24.76,1.083,-4.64853984,2.49,11,1.27,0.117,0,1,7.5,6.5,21,1,9,0,0,0,1
Pr,Dy,,Ti,,,4,95.22684338,-2.754343805,4,332.63,47.88,658,0.87325,6.1,7.290783657,0.12125,-6.231459663,1.47,602.75,35,33.5,16.75,51.911925,-0.17,-0.65,1.257616569,0.832066869,0.661606303,2.58,3560,2,13.58,2.6,1.13,-4.45538074,1.828,2.67,3560,2,6.82,27.491,1.083,-4.64853984,2.49,43,1.52,0.117,0,1,7.5,6.5,22,1,8,0,0,0,1
Pr,Dy,,V,,,4,6.890127563,-2.432188678,4,332.63,50.9415,650,0.86075,6.885,7.024622885,0.04625,-6.813476448,1.42,598.75,50,35,21.15,50.381175,-0.153,-1.35,1.370576183,0.842307692,0.629762704,2.58,3650,1.92,14.65,4,1.13,-4.45538074,1.828,2.67,3650,1.92,6.74,29.31,1.083,-4.64853984,2.49,46,1.64,0.117,0,1,7.5,6.5,23,1,7,0,0,0,0
Pr,Gd,,Co,,,4,0,-2.018360436,4,332.63,58.9332,758,0.84175,8.1175,6.844661896,0.29625,-5.89725739,1.395,657.75,60,40,55.775,45.072825,-0.10325,-8.375,1.485660641,0.735488127,0.863032414,2.605,3143,1.67,17.06,17.9,1.13,-4.51068704,1.828,2.67,3143,1.67,7.86,33.5,1.107,-4.64853984,2.54,58,1.75,0.093,0,1,9,5,27,1,3,0,0,0,1
Pr,Gd,,Cr,,,4,0,-2.744937497,4,332.63,51.996,652.8,0.85175,7.2625,6.907403205,0.18875,-7.109921088,1.405,605.15,57,35.5,52.625,48.541425,-0.11725,-3.375,1.452564389,0.85401348,0.948954345,2.605,2945,1.85,16.5,7.9,1.13,-4.51068704,1.828,2.67,2945,1.85,6.766,30.96,1.107,-4.64853984,2.54,49,1.73,0.093,0,1,9,5,24,1,5,0,0,0,0
